Country,Year,Total,Total Including Landuse,CO2 Only
India,1991,1294.0121,1248.4708,658.4543
India,1992,1333.2529,1287.543,687.0026
India,1993,1365.8092,1319.9309,708.8264
India,1994,1416.4214,1370.3745,747.196
India,1995,1486.6123,1440.3969,808.6786
India,1996,1546.6094,1500.1389,853.0397
India,1997,1605.2903,1558.4485,897.9191
India,1998,1635.8745,1588.8672,913.3627
India,1999,1715.3943,1669.6414,981.0162
India,2000,1767.2834,1720.189,1029.8078
India,2001,1800.6461,1638.9129,1048.1703
India,2002,1832.4342,1668.8913,1084.5234
India,2003,1884.5535,1720.3214,1115.4326
India,2004,1988.6049,1823.3122,1200.1972
India,2005,2081.9291,1914.458,1265.2419
India,2006,2200.8578,2076.4748,1364.5367
India,2007,2348.4048,2224.1963,1490.4657
India,2008,2454.9513,2328.8594,1577.4603
India,2009,2666.0268,2542.0407,1779.4282
India,2010,2772.4769,2647.9268,1860.7368
India,2011,2883.1544,2755.7486,1950.061
India,2012,3013.7699,2887.0839,2075.1808
Indonesia,1990,392.2234,1025.744,161.9178
Indonesia,1991,410.0828,1064.5503,177.7375
Indonesia,1992,428.4395,1103.8539,186.9641
Indonesia,1993,444.8048,1141.1661,203.0786
Indonesia,1994,458.0417,1175.3499,212.5916
Indonesia,1995,488.7972,1227.0523,235.3835
Indonesia,1996,511.987,1249.7952,253.618
Indonesia,1997,529.8959,1433.5017,274.3438
Indonesia,1998,534.1328,1355.4743,274.4075
Indonesia,1999,553.6203,1359.5232,294.1188
Indonesia,2000,556.2483,1372.3188,295.4044
Indonesia,2001,575.5862,1529.385,315.6949
Indonesia,2002,584.7997,1584.9837,322.4612
Indonesia,2003,613.7512,1570.935,351.7875
Indonesia,2004,621.0768,1600.8317,355.7678
Indonesia,2005,626.6243,1583.8263,360.9512
Indonesia,2006,645.92,1967.284,377.2755
Indonesia,2007,665.3011,1912.408,390.6988
Indonesia,2008,665.3891,1902.8968,385.4127
Indonesia,2009,687.9376,1959.4889,399.4105
Indonesia,2010,709.2825,1928.0218,416.3047
Indonesia,2011,722.7418,1950.7118,424.8012
Indonesia,2012,760.8077,1981.0033,456.0512
Iran,1990,263.4343,263.265,187.7156
Iran,1991,302.6789,302.5096,225.3979
Iran,1992,324.4811,324.3118,243.3919
Iran,1993,324.0509,323.8816,240.2787
Iran,1994,356.2635,356.0942,269.7043
Iran,1995,369.9658,369.7965,280.7921
Iran,1996,382.6415,382.506,289.5218
Iran,1997,399.9466,399.7751,302.7199
Iran,1998,406.6926,406.5186,305.236
Iran,1999,435.7019,435.5541,332.9825
Iran,2000,451.7071,451.533,346.3101
Iran,2001,465.2686,461.8282,357.3221
Iran,2002,484.6996,481.2532,375.3693
Iran,2003,509.5559,506.1101,397.7373
Iran,2004,544.9638,541.5176,428.2456
Iran,2005,578.9872,575.5438,459.9419
Iran,2006,623.544,620.4646,501.707
Iran,2007,659.3261,656.2475,537.6387
Iran,2008,669.6356,666.5636,550.6606
Iran,2009,690.7289,687.6512,569.1721
Iran,2010,686.6612,683.6773,566.3199
Iran,2011,706.9478,703.8713,586.7383
Iran,2012,714.9589,711.8812,593.8195
Iraq,1990,156.8056,156.3693,66.651
Iraq,1991,125.0937,124.4705,48.2103
Iraq,1992,135.6819,135.0572,68.8887
Iraq,1993,145.7551,145.1289,88.5176
Iraq,1994,145.5696,144.9418,99.4078
Iraq,1995,133.256,132.6267,98.6028
Iraq,1996,146.3548,145.723,97.2098
Iraq,1997,177.0506,176.4146,112.2766
Iraq,1998,162.4768,161.8399,82.243
Iraq,1999,160.5761,159.9519,65.381
Iraq,2000,185.3099,184.692,75.0093
Iraq,2001,184.6615,184.0013,77.7693
Iraq,2002,181.0744,180.4031,82.1333
Iraq,2003,170.6066,169.9288,77.4795
Iraq,2004,165.5859,164.9065,76.7232
Iraq,2005,175.136,174.455,90.4059
Iraq,2006,163.6387,162.9732,74.1304
Iraq,2007,174.9026,174.2371,80.6019
Iraq,2008,187.5426,186.8817,88.1171
Iraq,2009,210.6898,210.0291,105.3154
Iraq,2010,227.8735,227.2093,117.8347
Iraq,2011,242.8704,242.2144,129.1802
Iraq,2012,257.0946,256.4381,140.2182
Ireland,1990,53.8179,55.6982,31.3734
Ireland,1991,54.5817,54.344,31.9588
Ireland,1992,54.8415,54.6701,32.0488
Ireland,1993,55.4025,55.2974,32.0918
Ireland,1994,56.9339,56.8951,33.3097
Ireland,1995,57.6256,57.6531,33.881
Ireland,1996,58.8297,58.926,35.3136
Ireland,1997,60.3959,60.5529,36.4979
Ireland,1998,63.6754,63.8983,39.0066
Ireland,1999,65.4328,65.7216,40.6774
Ireland,2000,66.8877,67.2425,42.4344
Ireland,2001,69.3146,69.001,45.0784
Ireland,2002,68.7236,68.4098,44.1961
Ireland,2003,67.5647,67.251,43.6989
Ireland,2004,68.8094,68.4951,44.7715
Ireland,2005,70.0134,69.7076,46.4518
Ireland,2006,70.5583,69.6145,47.4105
Ireland,2007,69.0512,68.1496,46.5813
Ireland,2008,68.4044,67.4113,45.7319
Ireland,2009,63.3891,62.3714,40.4971
Ireland,2010,62.142,61.1693,40.1871
Ireland,2011,58.265,57.3028,36.2271
Ireland,2012,59.5383,58.4468,36.8471
Israel,1990,43.0197,43.3562,34.969
Israel,1991,44.2388,44.2953,35.8197
Israel,1992,47.2332,47.3004,38.3549
Israel,1993,51.991,52.0688,42.6907
Israel,1994,55.2538,55.3423,45.4726
Israel,1995,59.5635,59.6626,49.3624
Israel,1996,62.0832,62.1929,51.152
Israel,1997,64.6957,64.8161,53.1494
Israel,1998,64.8939,65.0249,52.688
Israel,1999,66.691,66.8326,53.9457
Israel,2000,71.4528,71.605,58.0233
Israel,2001,72.0257,71.9527,58.5813
Israel,2002,74.625,74.5519,61.2127
Israel,2003,76.5892,76.516,63.0983
Israel,2004,76.8755,76.802,63.3634
Israel,2005,75.9744,75.9008,62.4344
Israel,2006,78.6845,78.6106,64.5586
Israel,2007,81.376,81.3024,66.6547
Israel,2008,81.9581,81.8848,66.7931
Israel,2009,81.7726,81.6995,66.1638
Israel,2010,86.8078,86.7352,70.6643
Israel,2011,87.0497,86.9771,69.8836
Israel,2012,93.8907,93.8184,75.9147
Italy,1990,499.5343,482.9378,417.2922
Italy,1991,497.6903,466.9702,416.5652
Italy,1992,497.0025,465.9221,415.8527
Italy,1993,488.431,456.9903,407.8288
Italy,1994,484.2762,452.4753,403.6011
Italy,1995,506.5749,474.4137,426.2094
Italy,1996,505.7041,473.1699,423.6752
Italy,1997,510.4267,477.5349,427.7631
Italy,1998,523.0629,489.8145,439.1271
Italy,1999,528.9616,495.3601,443.5275
Italy,2000,532.0959,498.1515,445.4372
Italy,2001,531.5386,499.7558,448.6632
Italy,2002,540.4725,508.3466,455.7895
Italy,2003,556.8583,524.4881,473.3065
Italy,2004,565.0448,532.2937,481.1359
Italy,2005,563.3915,530.3298,480.8851
Italy,2006,558.687,526.8758,478.397
Italy,2007,549.3553,517.4707,470.9614
Italy,2008,532.7067,500.3491,456.6817
Italy,2009,480.9007,448.2676,408.0165
Italy,2010,487.3527,454.4015,416.3639
Italy,2011,480.5248,447.2984,409.5027
Italy,2012,465.1996,431.7653,391.5932
Jamaica,1990,8.827,9.5838,7.3998
Jamaica,1991,8.8375,9.5945,7.3405
Jamaica,1992,9.6182,10.3753,8.0682
Jamaica,1993,9.8128,10.57,8.2435
Jamaica,1994,9.8717,10.6291,8.3235
Jamaica,1995,10.1704,10.9279,8.6001
Jamaica,1996,10.5307,11.2884,8.9785
Jamaica,1997,10.7252,11.4818,9.1731
Jamaica,1998,11.2344,11.9917,9.6585
Jamaica,1999,11.5118,12.2698,9.9028
Jamaica,2000,11.6198,12.3836,9.9801
Jamaica,2001,11.7145,12.5136,10.0468
Jamaica,2002,11.8984,12.6983,10.2078
Jamaica,2003,12.2892,13.0904,10.5041
Jamaica,2004,12.3221,13.1224,10.573
Jamaica,2005,12.3496,13.158,10.6114
Jamaica,2006,13.5426,14.2956,12.0274
Jamaica,2007,13.4683,14.2203,11.9568
Jamaica,2008,11.5649,12.3171,10.0027
Jamaica,2009,9.4233,10.1884,7.8264
Jamaica,2010,8.8926,9.6543,7.2491
Jamaica,2011,9.3009,10.0605,7.6181
Jamaica,2012,8.832,9.5853,7.09
Japan,1990,1190.2171,1116.3777,1098.8054
Japan,1991,1202.1661,1127.6592,1108.7412
Japan,1992,1214.3546,1139.8968,1118.1053
Japan,1993,1212.1547,1137.7461,1113.2527
Japan,1994,1269.2505,1194.8911,1167.9371
Japan,1995,1284.2467,1209.9363,1181.7519
Japan,1996,1300.1522,1225.8941,1198.1261
Japan,1997,1295.3309,1221.1149,1193.1347
Japan,1998,1258.3542,1184.1875,1156.6075
Japan,1999,1297.9613,1223.8455,1195.8929
Japan,2000,1313.3872,1239.3223,1211.0103
Japan,2001,1294.911,1195.8475,1194.5759
Japan,2002,1327.8202,1228.6576,1228.8536
Japan,2003,1331.6791,1232.4578,1234.4257
Japan,2004,1330.5514,1231.204,1234.6532
Japan,2005,1336.8442,1237.4047,1242.7881
Japan,2006,1321.4811,1184.8406,1227.932
Japan,2007,1356.0235,1219.2947,1262.7471
Japan,2008,1267.0541,1130.2177,1174.5979
Japan,2009,1204.4502,1067.5199,1112.5478
Japan,2010,1251.3154,1114.2503,1159.7273
Japan,2011,1301.9524,1164.8329,1208.9501
Japan,2012,1344.576,1207.3001,1249.2135
Jordan,1990,17.2961,17.2961,10.1487
Jordan,1991,17.4317,17.4317,9.9478
Jordan,1992,20.0733,20.0733,12.2809
Jordan,1993,20.5649,20.5649,12.6014
Jordan,1994,21.4668,21.4668,13.4832
Jordan,1995,22.1011,22.1011,13.9377
Jordan,1996,21.6638,21.6638,14.3414
Jordan,1997,21.2494,21.2494,14.7995
Jordan,1998,20.5194,20.5194,14.989
Jordan,1999,19.6067,19.6067,15.0274
Jordan,2000,19.4074,19.4074,15.6754
Jordan,2001,19.5592,19.5592,15.8128
Jordan,2002,21.2567,21.2567,16.8634
Jordan,2003,20.9301,20.9301,16.6514
Jordan,2004,22.8786,22.8786,18.7056
Jordan,2005,24.3882,24.3882,20.0352
Jordan,2006,24.8663,24.8663,20.3986
Jordan,2007,26.2802,26.2802,21.3515
Jordan,2008,25.936,25.936,20.7501
Jordan,2009,26.403,26.403,21.2509
Jordan,2010,26.1432,26.1432,20.7266
Jordan,2011,27.4437,27.4437,21.7932
Jordan,2012,27.4231,27.4231,21.7
Kazakhstan,1990,,,239.9642
Kazakhstan,1991,,,249.7136
Kazakhstan,1992,335.5887,335.7487,258.1259
Kazakhstan,1993,292.6629,293.1157,219.7894
Kazakhstan,1994,259.7215,260.1762,192.3358
Kazakhstan,1995,228.392,228.8484,170.0987
Kazakhstan,1996,201.4351,201.8655,147.6902
Kazakhstan,1997,174.1763,174.8307,124.74
Kazakhstan,1998,173.4755,173.9349,128.3509
Kazakhstan,1999,159.2809,159.6869,116.6902
Kazakhstan,2000,157.0206,157.4453,115.789
Kazakhstan,2001,155.1665,155.0889,112.6138
Kazakhstan,2002,171.8948,171.8025,121.9869
Kazakhstan,2003,182.4719,182.3965,137.1106
Kazakhstan,2004,198.8667,198.8469,150.3875
Kazakhstan,2005,213.3263,213.271,163.666
Kazakhstan,2006,234.0185,234.1453,181.3327
Kazakhstan,2007,247.9419,248.0772,195.7194
Kazakhstan,2008,288.1097,288.3845,233.9565
Kazakhstan,2009,261.4866,261.6737,206.7432
Kazakhstan,2010,282.9652,283.2262,224.2353
Kazakhstan,2011,296.1098,296.1819,239.4042
Kazakhstan,2012,290.8923,291.4057,234.3763
Kenya,1990,36.0354,44.9822,6.2611
Kenya,1991,34.88,43.8145,6.0408
Kenya,1992,34.8685,43.7908,6.1211
Kenya,1993,34.6402,43.5502,6.0372
Kenya,1994,34.8312,43.729,6.0118
Kenya,1995,35.1649,44.0504,6.5404
Kenya,1996,34.5115,43.3297,7.165
Kenya,1997,34.1619,43.1932,6.8111
Kenya,1998,35.335,44.1374,7.3308
Kenya,1999,37.11,45.9513,7.6581
Kenya,2000,35.9858,44.8258,8.3716
Kenya,2001,35.5448,46.2277,7.7659
Kenya,2002,36.3466,47.0264,7.5991
Kenya,2003,37.4093,48.1517,6.7144
Kenya,2004,39.6322,50.3159,7.6404
Kenya,2005,40.8167,51.4985,8.5989
Kenya,2006,40.542,50.4997,9.6745
Kenya,2007,55.6636,65.2587,9.7377
Kenya,2008,56.7168,66.7527,10.3006
Kenya,2009,57.1256,66.966,12.3061
Kenya,2010,58.4603,67.8634,13.2203
Kenya,2011,60.1698,70.1166,13.5286
Kenya,2012,59.4827,69.5977,10.64
Kiribati,1990,0.0357,0.0365,0.022
Kiribati,1991,0.0358,0.0366,0.022
Kiribati,1992,0.0359,0.0368,0.022
Kiribati,1993,0.0361,0.037,0.022
Kiribati,1994,0.0363,0.0371,0.022
Kiribati,1995,0.0364,0.0373,0.022
Kiribati,1996,0.0515,0.0524,0.0366
Kiribati,1997,0.0445,0.0453,0.0293
Kiribati,1998,0.0484,0.0493,0.033
Kiribati,1999,0.0449,0.0458,0.0293
Kiribati,2000,0.0496,0.0504,0.033
Kiribati,2001,0.0427,0.0436,0.0256
Kiribati,2002,0.0583,0.0592,0.0403
Kiribati,2003,0.0586,0.0594,0.0403
Kiribati,2004,0.0626,0.0635,0.044
Kiribati,2005,0.0813,0.0822,0.0623
Kiribati,2006,0.0889,0.0853,0.0696
Kiribati,2007,0.0711,0.0675,0.0513
Kiribati,2008,0.0751,0.0716,0.055
Kiribati,2009,0.0608,0.0572,0.0403
Kiribati,2010,0.0832,0.0797,0.0623
Kiribati,2011,0.0836,0.08,0.0623
Kiribati,2012,0.0803,0.0767,0.0585
"Korea, Dem. Rep. (North)",1990,152.9904,164.6913,121.9829
"Korea, Dem. Rep. (North)",1991,146.0213,157.7886,115.8829
"Korea, Dem. Rep. (North)",1992,133.1584,144.9922,103.9812
"Korea, Dem. Rep. (North)",1993,124.4081,136.3083,96.2312
"Korea, Dem. Rep. (North)",1994,113.5683,125.535,88.4812
"Korea, Dem. Rep. (North)",1995,105.8214,117.8545,83.3312
"Korea, Dem. Rep. (North)",1996,96.0404,108.1176,74.2312
"Korea, Dem. Rep. (North)",1997,89.0258,101.4197,66.8481
